Date,Month,Year,Company,Pipeline,Key Point,Latitude,Longitude,Direction Of Flow,Trade Type,Product,Throughput (1000 m3/d),Committed Volumes (1000 m3/d),Uncommitted Volumes (1000 m3/d),Nameplate Capacity (1000 m3/d),Available Capacity (1000 m3/d),Reason For Variance
3/1/2019,3,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,81.89,,,,89.25,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
3/1/2019,3,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,7.36,,,,89.25,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
4/1/2019,4,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,85.71,,,,89.97,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
4/1/2019,4,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,4.26,,,,89.97,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
5/1/2019,5,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,89.07,,,,95.68,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
5/1/2019,5,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,6.61,,,,95.68,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
6/1/2019,6,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,87.57,,,,93.8,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
6/1/2019,6,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,6.14,,,,93.8,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
7/1/2019,7,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,87.09,,,,94.44,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
7/1/2019,7,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,7.36,,,,94.44,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
8/1/2019,8,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,89.35,,,,93.96,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
8/1/2019,8,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,4.47,,,,93.96,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
9/1/2019,9,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,91,,,,91,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
9/1/2019,9,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,91,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
10/1/2019,10,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,79.02,,,,94.6,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
10/1/2019,10,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,94.6,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
11/1/2019,11,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,56.05,,,,92.77,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
11/1/2019,11,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,92.77,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
12/1/2019,12,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,90.15,,,,91.15,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
12/1/2019,12,2019,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,1,,,,91.15,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
1/1/2020,1,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,90.04,,,,90.04,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
1/1/2020,1,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,90.04,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
2/1/2020,2,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,92.77,,,,93.01,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
2/1/2020,2,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,93.01,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
3/1/2020,3,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,90.72,,,,92.85,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
3/1/2020,3,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,92.85,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
4/1/2020,4,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,74.46,,,,91.42,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
4/1/2020,4,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,10.36,,,,91.42,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
5/1/2020,5,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,72.32,,,,94.33,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
5/1/2020,5,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,13.18,,,,94.33,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
6/1/2020,6,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,77.84,,,,88.87,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
6/1/2020,6,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,8.47,,,,88.87,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
7/1/2020,7,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,82.38,,,,87.7,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
7/1/2020,7,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,4.69,,,,87.7,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
8/1/2020,8,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,83.82,,,,87.98,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
8/1/2020,8,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,4.16,,,,87.98,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
9/1/2020,9,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,81.57,,,,90.94,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
9/1/2020,9,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,6.3,,,,90.94,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
10/1/2020,10,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,91.77,,,,94.56,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
10/1/2020,10,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,2.8,,,,94.56,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
11/1/2020,11,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,93.43,,,,93.43,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
11/1/2020,11,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,93.43,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
12/1/2020,12,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,94.52,,,,95.03,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
12/1/2020,12,2020,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0.51,,,,95.03,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
1/1/2021,1,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,98.22,,,,98.22,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
1/1/2021,1,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,98.22,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
2/1/2021,2,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,95.26,,,,95.39,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
2/1/2021,2,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,95.39,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
3/1/2021,3,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,95.83,,,,95.87,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
3/1/2021,3,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,95.87,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
4/1/2021,4,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,96.39,,,,96.39,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
4/1/2021,4,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,96.39,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
5/1/2021,5,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,94.09,,,,94.09,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
5/1/2021,5,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,94.09,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
6/1/2021,6,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,92.17,,,,92.21,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
6/1/2021,6,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,92.21,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
7/1/2021,7,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,96.2,,,,96.2,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
7/1/2021,7,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,96.2,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
8/1/2021,8,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,95.22,,,,95.22,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
8/1/2021,8,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,95.22,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
9/1/2021,9,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,93.49,,,,93.64,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
9/1/2021,9,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,93.64,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
10/1/2021,10,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,93.52,,,,93.52,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
10/1/2021,10,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,93.52,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
11/1/2021,11,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,99.21,,,,99.21,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
11/1/2021,11,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,99.21,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
12/1/2021,12,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,99.73,,,,99.73,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
12/1/2021,12,2021,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,99.73,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
1/1/2022,1,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,95.44,,,,96.19,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
1/1/2022,1,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,96.19,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
2/1/2022,2,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,92.73,,,,92.73,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
2/1/2022,2,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,92.73,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
3/1/2022,3,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,97.21,,,,97.21,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
3/1/2022,3,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,97.21,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
4/1/2022,4,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,96.86,,,,96.98,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
4/1/2022,4,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,96.98,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
5/1/2022,5,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,95.11,,,,96.98,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
5/1/2022,5,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,1.51,,,,96.98,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
6/1/2022,6,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,94.14,,,,95.71,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
6/1/2022,6,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,1.56,,,,95.71,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
7/1/2022,7,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,90.78,,,,96.35,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
7/1/2022,7,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,96.35,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
8/1/2022,8,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,92.99,,,,92.99,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
8/1/2022,8,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,92.99,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
9/1/2022,9,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,102.23,,,,102.23,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
9/1/2022,9,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,102.23,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
10/1/2022,10,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,100.84,,,,100.84,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
10/1/2022,10,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic light,0,,,,100.84,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
11/1/2022,11,2022,TransCanada Keystone Pipeline GP Ltd.,Keystone pipeline,"International boundary at or near Haskett, Manitoba",48.9989,-97.9577,south,export,domestic heavy,95.48,,,,99.69,"Capacity may vary month to month based on CER Regulatory Directive, Downstream Restrictions, Curtailment/Interruptions, Force Majeure and System Operating Factor"
